35.166.29.81,ps4updptl.us.np.community.playstation.net
172.217.9.229,mail-ads.google.com
172.217.9.229,mail-ads.google.com
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
17.142.169.200,gsp64-ssl.ls.apple.com
13.107.42.12,d.docs.live.net
128.238.155.11,128.238.155.11
18.235.79.162,ss-prod-ue1-notif-32.aws.adobess.com
72.30.35.10,www.yahoo.com
17.142.171.8,gs-loc.apple.com
104.244.37.20,dt.adsafeprotected.com
69.147.82.60,s.yimg.com
152.195.55.192,consent.cmp.oath.com
152.195.55.192,consent.cmp.oath.com
66.218.84.43,geo.query.yahoo.com
128.238.155.11,128.238.155.11
69.147.82.61,video-api.yql.yahoo.com
72.30.35.9,mbp.yimg.com
69.147.82.61,yep.video.yahoo.com
98.138.71.148,beap.gemini.yahoo.com
52.216.230.19,media-mbst-pub-ue1.s3.amazonaws.com
192.229.163.25,platform.twitter.com
192.229.163.25,platform.twitter.com
54.154.83.0,www.netflix.com
52.55.108.123,guce.yahoo.com
104.244.37.20,dt.adsafeprotected.com
130.211.16.53,d.joinhoney.com
162.247.242.18,bam.nr-data.net
17.142.171.9,gs-loc.apple.com
69.147.82.60,s.yimg.com
172.217.3.100,www.google.com
69.147.82.60,s1.yimg.com
152.195.12.131,edgecast-vod.yahoo.net
152.195.12.131,edgecast-vod.yahoo.net
104.16.121.97,www.webassign.net
104.16.121.97,www.webassign.net
172.217.10.106,www.googleapis.com
17.248.135.181,p40-contacts.icloud.com
17.174.1.5,guzzoni.apple.com
148.153.64.18,api.vc.bilibili.com
13.107.42.12,d.docs.live.net
69.166.1.15,apex.go.sonobi.com
172.217.6.238,clients5.google.com
18.235.232.13,magnetic.t.domdex.com
17.57.144.53,courier.push.apple.com
185.167.164.42,c1.adform.net
34.208.238.182,pipes-prod-glutton.public.aws.demonware.net
17.142.169.199,gsp64-ssl.ls.apple.com
17.248.187.76,api.apple-cloudkit.com
13.107.42.12,d.docs.live.net
52.114.77.33,mobile.pipe.aria.microsoft.com
13.225.210.4,d3cv4a9a9wh0bt.cloudfront.net
13.225.210.4,d3cv4a9a9wh0bt.cloudfront.net
54.236.84.111,f-log-extension.grammarly.io
13.88.181.35,spoc.norton.com
172.217.3.106,remotedesktop-pa.googleapis.com
172.217.3.106,remotedesktop-pa.googleapis.com
13.107.136.9,nyu0-my.sharepoint.com
203.205.136.169,pub.idqqimg.com
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
13.107.42.12,d.docs.live.net
216.165.47.16,shibboleth.nyu.edu
216.165.47.16,shibboleth.nyu.edu
203.205.136.169,pub.idqqimg.com
192.147.130.245,hbrt.adobe.com
173.194.185.234,r5---sn-ab5l6ndy.googlevideo.com
52.33.245.178,ekg.riotgames.com
23.111.9.57,twemoji.maxcdn.com
104.16.1.92,na.ledge.leagueoflegends.com
52.114.158.92,mobile.pipe.aria.microsoft.com
52.114.158.92,mobile.pipe.aria.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
52.25.170.114,ekg.riotgames.com
111.161.111.57,q.i.gdt.qq.com
52.114.6.46,v10.events.data.microsoft.com
