13.78.187.58,array802.prod.do.dsp.mp.microsoft.com
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
13.225.218.115,d3cv4a9a9wh0bt.cloudfront.net
52.114.158.102,v10.events.data.microsoft.com
13.107.42.12,dm2305.storage.live.com
65.55.44.109,vortex.data.microsoft.com
52.239.177.100,onedriveclucproddm20013.blob.core.windows.net
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
104.122.146.167,go.microsoft.com
40.90.136.166,windows.policies.live.net
47.246.46.231,s1.hdslb.com
47.246.46.224,s2.hdslb.com
216.98.62.46,msr-public-ubiservices.ubi.com
40.67.188.15,presence-heartbeat.xboxlive.com
3.17.209.203,capi.connatix.com
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
65.55.44.109,vortex.data.microsoft.com
72.21.81.200,r6pcaddons.azureedge.net
52.177.83.224,tsfe.trafficshaping.dsp.mp.microsoft.com
3.221.245.228,public-ubiservices.ubi.com
45.57.90.1,assets.nflxext.com
45.57.90.1,codex.nflxext.com
52.207.12.211,www.netflix.com
13.225.218.21,d3cv4a9a9wh0bt.cloudfront.net
173.194.167.7,r2---sn-n4v7knl6.googlevideo.com
172.217.197.92,pay.google.com
96.17.228.98,steam-chat.com
165.254.0.105,ubisoft-avatars.akamaized.net
165.254.0.105,ubisoft-avatars.akamaized.net
165.254.0.105,ubisoft-avatars.akamaized.net
165.254.0.105,ubisoft-avatars.akamaized.net
165.254.0.105,ubisoft-avatars.akamaized.net
31.13.65.1,www.messenger.com
31.13.65.1,www.messenger.com
3.217.207.251,public-ubiservices.ubi.com
121.125.60.241,gall.dcinside.com
151.101.0.84,ct.pinterest.com
23.54.184.102,www.papajohns.com
96.17.64.253,wcs.naver.net
121.125.60.241,gall.dcinside.com
121.125.60.241,gall.dcinside.com
52.79.149.190,neon.netinsight.co.kr
14.0.113.209,nstatic.dcinside.com
13.225.218.115,d3cv4a9a9wh0bt.cloudfront.net
69.192.110.20,static8.cdn.ubi.com
69.192.110.20,static8.cdn.ubi.com
69.192.110.20,static8.cdn.ubi.com
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
3.217.207.251,public-ubiservices.ubi.com
18.235.79.162,ss-prod-ue1-notif-32.aws.adobess.com
54.81.235.18,www.netflix.com
65.55.44.109,vortex.data.microsoft.com
151.101.2.2,trc.taboola.com
23.43.59.153,www.geeksforgeeks.org
45.57.41.1,ios.prod.ftl.netflix.com
148.153.38.118,api.vc.bilibili.com
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
65.55.44.109,vortex.data.microsoft.com
24.105.29.76,telemetry-in.battle.net
17.249.121.246,api-glb-nyc.smoot.apple.com
72.21.91.70,abs.twimg.com
72.21.91.70,abs.twimg.com
104.244.42.129,twitter.com
52.114.128.9,mobile.pipe.aria.microsoft.com
17.249.121.246,api-glb-nyc.smoot.apple.com
17.248.187.70,p55-sharedstreams.icloud.com
17.248.187.70,gateway.icloud.com
13.68.225.90,smartscreen-prod.microsoft.com
13.68.225.90,smartscreen-prod.microsoft.com
47.246.21.234,api.flash.cn
148.153.64.18,message.bilibili.com
47.246.21.234,api.flash.cn
27.221.28.198,mini.flash.2144.com
121.29.54.65,tongji.flash.cn
173.194.208.109,imap.gmail.com
173.194.208.109,imap.gmail.com
45.57.91.1,assets.nflxext.com
45.57.91.1,codex.nflxext.com
34.233.159.233,www.netflix.com
103.235.46.191,hm.baidu.com
180.163.239.211,show-g.mediav.com
121.31.30.201,tongji.flash.cn
121.29.54.65,tongji.flash.cn
52.114.76.35,v10.events.data.microsoft.com
58.251.150.80,api.ffnews.cn
35.186.224.47,dealer.spotify.com
211.234.127.21,logs.81plug.com
52.33.245.178,ekg.riotgames.com
103.126.92.133,interface.music.163.com
59.111.239.61,httpdns.n.netease.com
65.55.44.109,vortex.data.microsoft.com
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
65.55.44.109,vortex.data.microsoft.com
148.153.64.18,space.bilibili.com
148.153.64.18,space.bilibili.com
47.246.46.231,s1.hdslb.com
47.246.46.224,s2.hdslb.com
172.217.9.229,mail.google.com
172.217.9.229,mail.google.com
54.156.65.23,ss-prod-ue1-notif-32.aws.adobess.com
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
45.57.90.1,assets.nflxext.com
45.57.90.1,codex.nflxext.com
52.206.23.236,www.netflix.com
17.248.132.58,p11-caldav.icloud.com
3.221.245.228,public-ubiservices.ubi.com
17.248.132.58,p11-caldav.icloud.com
104.114.72.27,resources.tidal.com
65.55.44.109,vortex.data.microsoft.com
40.67.188.15,presence-heartbeat.xboxlive.com
52.36.169.154,api-new.gocashback.com
52.36.169.154,api-new.gocashback.com
17.249.162.38,gsp-ssl.ls.apple.com
20.36.218.63,settings-win.data.microsoft.com
104.114.72.11,resources.tidal.com
104.114.72.11,resources.tidal.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.7,external-atl3-1.xx.fbcdn.net
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
65.55.44.109,vortex.data.microsoft.com
52.89.126.68,ekg.riotgames.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
13.225.226.153,eg1003.slack.com
3.19.216.74,capi.connatix.com
40.90.22.188,login.live.com
31.13.65.1,graph.facebook.com
40.90.22.188,login.live.com
40.67.188.15,presence-heartbeat.xboxlive.com
172.217.6.238,clients1.google.com
20.36.218.63,settings-win.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
172.217.10.234,play.googleapis.com
52.114.128.10,v10.events.data.microsoft.com
203.205.254.34,web.qun.qq.com
172.217.6.205,accounts.google.com
172.217.6.205,accounts.google.com
107.155.58.99,s4.url.cn
165.254.0.81,steamcommunity-a.akamaihd.net
165.254.0.81,steamcommunity-a.akamaihd.net
150.109.206.115,pingjs.qq.com
203.205.254.62,report.url.cn
203.205.254.62,report.url.cn
59.111.0.200,mumu.nie.netease.com
203.205.253.250,jsreport.qq.com
203.205.239.168,pingfore.qq.com
34.233.159.233,www.netflix.com
23.246.7.190,occ-0-1001-2430.1.nflxso.net
23.246.7.209,ipv4-c381-nyc001-ix.1.oca.nflxvideo.net
23.246.7.192,ipv4-c364-nyc001-ix.1.oca.nflxvideo.net
23.246.7.198,ipv4-c370-nyc001-ix.1.oca.nflxvideo.net
125.39.133.14,isdspeed.qq.com
162.159.129.233,discordapp.com
23.246.7.209,ipv4-c381-nyc001-ix.1.oca.nflxvideo.net
23.246.7.209,ipv4-c381-nyc001-ix.1.oca.nflxvideo.net
23.246.7.190,occ-0-1001-2430.1.nflxso.net
52.20.196.215,push.prod.netflix.com
34.230.208.35,www.netflix.com
45.57.40.1,ios.prod.ftl.netflix.com
172.253.63.108,imap.gmail.com
173.194.207.108,imap.gmail.com
128.238.155.11,128.238.155.11
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
34.230.208.35,www.netflix.com
128.238.155.11,128.238.155.11
72.21.91.70,abs.twimg.com
72.21.91.70,abs.twimg.com
162.125.19.130,telemetry.dropbox.com
52.114.128.9,mobile.pipe.aria.microsoft.com
148.153.38.118,api.vc.bilibili.com
52.114.128.10,v10.events.data.microsoft.com
20.36.218.63,settings-win.data.microsoft.com
172.217.9.234,www.googleapis.com
172.253.63.108,imap.gmail.com
31.13.65.1,www.messenger.com
173.194.208.109,imap.gmail.com
173.194.208.109,imap.gmail.com
31.13.65.51,graph.oculus.com
31.13.65.51,graph.oculus.com
31.13.65.51,graph.oculus.com
20.36.219.28,activity.windows.com
23.20.28.69,ss-prod-ue1-notif-32.aws.adobess.com
45.57.91.1,assets.nflxext.com
45.57.91.1,codex.nflxext.com
173.194.31.87,r1---sn-ab5szn76.googlevideo.com
173.194.31.87,r1---sn-ab5szn76.googlevideo.com
172.217.7.14,www.youtube.com
172.217.9.226,googleads.g.doubleclick.net
172.217.11.36,www.google.com
17.248.135.145,gateway-carry.icloud.com
172.217.12.161,yt3.ggpht.com
172.217.12.161,yt3.ggpht.com
172.217.9.246,i.ytimg.com
172.217.9.246,i.ytimg.com
172.217.9.246,i.ytimg.com
172.217.9.246,i.ytimg.com
172.217.9.246,i.ytimg.com
151.139.128.10,e6k9t9a9.stackpathcdn.com
52.114.76.37,mobile.pipe.aria.microsoft.com
52.114.76.37,mobile.pipe.aria.microsoft.com
31.13.65.7,scontent-atl3-1.xx.fbcdn.net
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
31.13.65.36,www.facebook.com
35.186.224.47,dealer.spotify.com
52.73.137.176,robinhood.com
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
8.36.80.192,events.gfe.nvidia.com
172.217.9.229,mail.google.com
152.195.54.20,services.gfe.nvidia.com
152.195.54.20,services.gfe.nvidia.com
204.79.197.200,cn.bing.com
148.153.56.162,space.bilibili.com
148.153.56.162,space.bilibili.com
47.246.46.228,s2.hdslb.com
47.246.46.227,s1.hdslb.com
173.194.207.189,11.client-channel.google.com
8.36.80.192,events.gfe.nvidia.com
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
24.105.29.76,telemetry-in.battle.net
152.195.54.20,services.gfe.nvidia.com
152.195.54.20,services.gfe.nvidia.com
45.57.90.1,codex.nflxext.com
45.57.90.1,assets.nflxext.com
54.85.82.162,www.netflix.com
13.225.230.28,api-cache.blizzcon.com
31.13.65.51,graph.oculus.com
104.16.1.92,na.ledge.leagueoflegends.com
52.114.132.22,v10.events.data.microsoft.com
24.105.29.76,telemetry-in.battle.net
31.13.65.52,i.instagram.com
31.13.65.1,graph.facebook.com
31.13.65.52,i.instagram.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
