13.225.62.113,uaw3vx1k0ttq74u9b2zfvt768eebh1.ext-twitch.tv
172.217.9.229,mail.google.com
66.254.114.41,www.pornhub.com
66.254.114.41,www.pornhub.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
205.185.208.142,di.phncdn.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
205.185.208.142,cdn1d-static-shared.phncdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
69.16.175.10,smpop.icfcdn.com
69.16.175.10,smpop.icfcdn.com
205.185.208.79,static.trafficjunky.com
205.185.208.79,static.trafficjunky.com
66.254.114.32,hubt.pornhub.com
66.254.114.32,hubt.pornhub.com
35.186.235.23,cdn.mxpnl.com
35.186.235.23,cdn.mxpnl.com
172.217.12.142,www.google-analytics.com
172.217.12.142,www.google-analytics.com
35.186.241.51,api-js.mixpanel.com
35.186.241.51,api-js.mixpanel.com
172.217.197.156,stats.g.doubleclick.net
172.217.197.156,stats.g.doubleclick.net
205.185.208.142,cdn1d-static-shared.phncdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
13.225.230.87,extension-files.twitch.tv
23.160.0.254,usher.ttvnw.net
205.185.208.142,cdn1d-static-shared.phncdn.com
216.18.168.25,cdn1-smallimg.phncdn.com
216.18.168.25,cdn1-smallimg.phncdn.com
205.185.208.142,cdn1d-static-shared.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
152.195.33.132,ci.phncdn.com
207.178.0.78,m2.nsimg.net
207.178.0.78,m2.nsimg.net
207.178.0.79,m1.nsimg.net
207.178.0.79,m1.nsimg.net
207.178.0.79,m1.nsimg.net
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
216.18.168.166,a.adtng.com
216.18.168.166,a.adtng.com
104.18.17.52,extension.streamelements.com
104.18.17.52,extension.streamelements.com
104.18.33.118,servingmillions.com
104.18.33.118,servingmillions.com
205.185.208.85,hw-cdn2.trafficjunky.net
205.185.208.85,hw-cdn2.trafficjunky.net
152.199.24.231,vz-cdn2.adtng.com
152.199.24.231,vz-cdn2.adtng.com
64.210.137.116,ev-h.phncdn.com
64.210.137.116,ev-h.phncdn.com
152.195.12.204,media.servingmillions.com
152.195.12.204,media.servingmillions.com
66.254.114.62,etahub.com
66.254.114.62,etahub.com
104.18.16.52,cdn.streamelements.com
104.18.16.52,cdn.streamelements.com
104.18.16.52,cdn.streamelements.com
104.18.16.52,cdn.streamelements.com
104.18.16.52,cdn.streamelements.com
104.18.16.52,cdn.streamelements.com
3.221.116.27,public-ubiservices.ubi.com
216.165.46.10,newclasses.nyu.edu
216.165.46.10,newclasses.nyu.edu
13.88.28.53,v10.events.data.microsoft.com
172.217.12.206,i9.ytimg.com
216.239.36.126,app.snapchat.com
13.225.230.50,cf-st.sc-cdn.net
35.190.43.134,gcp.api.snapchat.com
96.6.24.89,xp.apple.com
23.60.68.96,play.itunes.apple.com
172.253.122.108,imap.gmail.com
172.253.122.108,imap.gmail.com
35.241.52.229,cdp.cloud.unity3d.com
52.218.228.161,ubp-ubpextension-us-prod.s3-us-west-2.amazonaws.com
54.89.43.5,datarouter.ol.epicgames.com
52.114.128.9,mobile.pipe.aria.microsoft.com
205.185.208.85,hw-cdn.trafficjunky.net
205.185.208.85,hw-cdn.trafficjunky.net
207.178.0.79,m1.nsimg.net
23.43.169.146,configuration.ls.apple.com
20.36.218.63,settings-win.data.microsoft.com
69.192.108.239,api1.origin.com
209.197.3.25,hw-cdn2.adtng.com
209.197.3.25,hw-cdn2.adtng.com
72.21.81.200,az667904.vo.msecnd.net
72.21.81.200,az700632.vo.msecnd.net
72.21.81.200,az700632.vo.msecnd.net
13.107.5.88,visualstudio-devdiv-c2s.msedge.net
52.114.132.23,v10.events.data.microsoft.com
104.122.146.167,go.microsoft.com
52.54.29.61,catalog-public-service-prod06.ol.epicgames.com
52.54.29.61,catalog-public-service-prod06.ol.epicgames.com
52.54.29.61,catalog-public-service-prod06.ol.epicgames.com
104.214.77.221,targetednotifications-tm.trafficmanager.net
172.217.11.34,googleads.g.doubleclick.net
104.22.2.109,builds.parsecgaming.com
104.22.2.109,builds.parsecgaming.com
104.81.190.93,aka.ms
93.184.215.201,download.visualstudio.microsoft.com
104.114.72.11,resources.tidal.com
13.225.230.68,sp-ad-cf.audio.tidal.com
172.217.11.42,home-devices.googleapis.com
172.217.12.142,tools.google.com
74.125.172.27,r5---sn-ab5szn7e.googlevideo.com
35.186.224.47,dealer.spotify.com
23.21.170.181,e.crashlytics.com
104.20.19.239,www.crunchyroll.com
152.195.33.69,cdn.cookielaw.org
152.195.33.69,cdn.cookielaw.org
66.254.114.38,ads.trafficjunky.net
205.185.208.85,hw-cdn2.trafficjunky.net
205.185.208.85,hw-cdn2.trafficjunky.net
209.197.3.25,hw-cdn2.adtng.com
52.223.241.2,video-weaver.atl01.hls.ttvnw.net
52.223.246.98,video-edge-c2b1e8.atl01.abs.hls.ttvnw.net
52.223.246.106,video-edge-c8e460.atl01.abs.hls.ttvnw.net
17.56.12.41,gsp64-ssl.ls.apple.com
128.238.155.11,128.238.155.11
52.223.241.2,video-weaver.atl01.hls.ttvnw.net
93.184.215.201,download.visualstudio.microsoft.com
23.54.184.102,www.papajohns.com
104.110.252.252,ct.pinterest.com
52.179.129.229,arc.msn.com
192.81.242.130,34acf0414d836d3f8d491c6186153694.my.2k.com
69.192.179.186,steamcommunity.com
69.192.179.186,steamcommunity.com
128.238.155.11,128.238.155.11
69.192.179.186,api.steampowered.com
151.101.0.93,www.houzz.com
5.62.45.29,uib.ff.avast.com
65.55.44.109,vortex.data.microsoft.com
52.41.84.232,eec.crunchyroll.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
70.37.74.6,checkappexec.microsoft.com
31.13.65.52,scontent-atl3-1.cdninstagram.com
31.13.65.7,scontent-atl3-1.xx.fbcdn.net
45.57.91.1,assets.nflxext.com
45.57.91.1,codex.nflxext.com
54.85.172.124,www.netflix.com
34.73.232.153,www.overleaf.com
203.205.255.248,q4.qlogo.cn
31.13.65.36,www.facebook.com
52.114.128.44,v10.events.data.microsoft.com
66.254.114.38,ads.trafficjunky.net
66.254.114.38,ads.trafficjunky.net
93.93.51.223,crptgate.com
93.93.51.223,crptgate.com
93.93.51.191,cradver.livejasmin.com
93.93.51.191,cradver.livejasmin.com
93.93.51.200,pt-static2.jsmstat.com
93.93.51.200,pt-static2.jsmstat.com
93.93.51.200,pt-static4.jsmstat.com
93.93.51.200,pt-static4.jsmstat.com
93.93.51.200,pt-static1.jsmstat.com
93.93.51.200,pt-static1.jsmstat.com
93.93.51.200,pt-static3.jsmstat.com
93.93.51.200,pt-static3.jsmstat.com
172.217.10.72,www.googletagmanager.com
172.217.10.72,www.googletagmanager.com
93.93.51.200,pt-static1.awestc.com
93.93.51.200,pt-static1.awestc.com
93.93.51.200,pt-static1.awestc.com
69.192.108.133,livetileedge.dsx.mp.microsoft.com
69.192.108.133,livetileedge.dsx.mp.microsoft.com
93.93.51.190,galleryn3.awemwh.com
93.93.51.190,galleryn3.awemwh.com
93.93.51.190,galleryn0.awemwh.com
93.93.51.190,galleryn0.awemwh.com
